Id,SalePrice
1792,156848.53
1793,116246.516
1794,147185.84
1795,137576.11
1796,126846.79
1797,119090.99
1798,124765.21
1799,121084.35
1800,130300.93
1801,126335.086
1802,141766.52
1803,139709.06
1804,143750.05
1805,133832.58
1806,113628.8
1807,139641.4
1808,114554.57
1809,123464.67
1810,158218.39
1811,106710.586
1812,97601.445
1813,125081.42
1814,96522.04
1815,53642.547
1816,99228.8
1817,122051.73
1818,159019.52
1819,115869.43
1820,57051.62
1821,105964.984
1822,168111.81
1823,31049.404
1824,136513.23
1825,136088.1
1826,99182.414
1827,105518.164
1828,143412.4
1829,112759.984
1830,146360.64
1831,161558.4
1832,83491.96
1833,135869.84
1834,128864.63
1835,142053.58
1836,127571.28
1837,91631.79
1838,132201.28
1839,81835.34
1840,172862.55
1841,144329.69
1842,73969.75
1843,139668.39
1844,129732.2
1845,139507.42
1846,153926.1
1847,169372.5
1848,47829.434
1849,102692.9
1850,122536.49
1851,158520.31
1852,122401.69
1853,126813.16
1854,169088.31
1855,144022.62
1856,220907.66
1857,154314.05
1858,139891.39
1859,117890.1
1860,148919.19
1861,116886.695
1862,270357.53
1863,254852.34
1864,255090.75
1865,324418.47
1866,331956.34
1867,236403.27
1868,293692.06
1869,200468.9
1870,215907.81
1871,257644.88
1872,169071.1
1873,233067.31
1874,140854.47
1875,191200.12
1876,207701.69
1877,210805.7
1878,205367.3
1879,128545.586
1880,132642.19
1881,230876.11
1882,240418.14
1883,191057.81
1884,214552.67
1885,245260.89
1886,303794.88
1887,205310.52
1888,263906.88
1889,162384.4
1890,131821.77
1891,143783.89
1892,104239.35
1893,134463.86
1894,124158.8
1895,139460.86
1896,122752.31
1897,108340.28
1898,103910.24
1899,167475.7
1900,138899.3
1901,179250.8
1902,145715.62
1903,233322.38
1904,140058.77
1905,187896.23
1906,178412.9
1907,201990.62
1908,114467.22
1909,136374.17
1910,121877.53
1911,212335.61
1912,276408.72
1913,128381.78
1914,50663.562
1915,349117.06
1916,66270.68
1917,254812.77
1918,138207.83
1919,168813.58
1920,134405.25
1921,400330.94
1922,310657.12
1923,206458.78
1924,222234.11
1925,213952.08
1926,390503.03
1927,135666.8
1928,159604.94
1929,121291.91
1930,129512.43
1931,145742.83
1932,136064.7
1933,182799.1
1934,180060.27
1935,175026.22
1936,187454.95
1937,181722.2
1938,168641.38
1939,261556.67
1940,184212.11
1941,171570.81
1942,179676.56
1943,192664.55
1944,336646.0
1945,399113.16
1946,170385.28
1947,310559.47
1948,187485.98
1949,241526.77
1950,186083.92
1951,247252.66
1952,224751.61
1953,171444.86
1954,186829.17
1955,134950.81
1956,266086.97
1957,160860.55
1958,314562.03
1959,140250.28
1960,113514.58
1961,119387.766
1962,92174.14
1963,98792.055
1964,115325.28
1965,149052.36
1966,146715.42
1967,297085.28
1968,397905.8
1969,413288.94
1970,437807.0
1971,423247.84
1972,385059.84
1973,264042.56
1974,314689.1
1975,424383.0
1976,276558.84
1977,378694.2
1978,393878.9
1979,339800.75
1980,200651.75
1981,338408.75
1982,239806.28
1983,202634.64
1984,162699.95
1985,205658.34
1986,204527.9
1987,183660.58
1988,177467.97
1989,188516.5
1990,210715.39
1991,256466.72
1992,219824.69
1993,164082.72
1994,247276.38
1995,185956.03
1996,235148.33
1997,320806.38
1998,367560.34
1999,255765.14
2000,308316.7
2001,244840.38
2002,240914.06
2003,238930.45
2004,278123.1
2005,222323.75
2006,228185.45
2007,243446.11
2008,218400.72
2009,194712.33
2010,192470.88
2011,134167.31
2012,179098.52
2013,185293.77
2014,192105.84
2015,205671.72
2016,197607.17
2017,197192.3
2018,117348.17
2019,129938.79
2020,107527.95
2021,105450.23
2022,177143.6
2023,141639.83
2024,252217.34
2025,360548.7
2026,176263.73
2027,160126.42
2028,147733.34
2029,181387.88
2030,271800.84
2031,244589.53
2032,267347.75
2033,267699.1
2034,163852.75
2035,219674.58
2036,188858.16
2037,195618.36
2038,315401.4
2039,227499.39
2040,348861.62
2041,265297.9
2042,200879.06
2043,177844.44
2044,164002.25
2045,189976.81
2046,134307.14
2047,147321.88
2048,143747.16
2049,134871.77
2050,163316.31
2051,115178.766
2052,137422.98
2053,150690.19
2054,76900.08
2055,155317.62
2056,134000.81
2057,118171.664
2058,229285.14
2059,123526.16
2060,174288.66
2061,174220.44
2062,138378.78
2063,116137.4
2064,138213.39
2065,112597.94
2066,184598.95
2067,125544.33
2068,135978.69
2069,88333.41
2070,112509.21
2071,95202.05
2072,118872.24
2073,142515.78
2074,187517.11
2075,140922.14
2076,114746.91
2077,151147.55
2078,127725.98
2079,125051.37
2080,118383.11
2081,117453.66
2082,135688.23
2083,134549.2
2084,113242.31
2085,128066.44
2086,130374.68
2087,121417.875
2088,92197.04
2089,83650.58
2090,127972.16
2091,124074.61
2092,130210.984
2093,125279.4
2094,133135.34
2095,149929.36
2096,79933.21
2097,94979.74
2098,144887.17
2099,60758.055
2100,93047.75
2101,122124.336
2102,125583.72
2103,105734.15
2104,129055.33
2105,120961.61
2106,71115.51
2107,224378.8
2108,119335.836
2109,116295.35
2110,130472.836
2111,129744.586
2112,141170.75
2113,119366.29
2114,110106.52
2115,151859.88
2116,116454.65
2117,156047.95
2118,121023.6
2119,105953.04
2120,106923.164
2121,88563.08
2122,106728.8
2123,83451.29
2124,176399.83
2125,122102.54
2126,159911.27
2127,139092.27
2128,122262.49
2129,106526.734
2130,145805.28
2131,150280.8
2132,122874.22
2133,118789.336
2134,123334.82
2135,93636.375
2136,79134.02
2137,112597.25
2138,132848.66
2139,152574.3
2140,142415.55
2141,136656.39
2142,132567.11
2143,140980.42
2144,106013.65
2145,140560.98
2146,159300.38
2147,140115.14
2148,128028.96
2149,144514.8
2150,233917.05
2151,111383.18
2152,186364.9
2153,167698.61
2154,105359.586
2155,145346.23
2156,246829.31
2157,225968.3
2158,236800.11
2159,205831.58
2160,169846.16
2161,238993.88
2162,357111.78
2163,324266.47
2164,249269.58
2165,178909.27
2166,150146.94
2167,218911.28
2168,208347.84
2169,196477.83
2170,223391.05
2171,142791.39
2172,133448.61
2173,157842.45
2174,220849.56
2175,294837.28
2176,321641.28
2177,240439.58
2178,212878.23
2179,144290.05
2180,227076.19
2181,184251.3
2182,220711.22
2183,193361.88
2184,129585.555
2185,120499.18
2186,149510.03
2187,148448.8
2188,157316.98
2189,217037.5
2190,73629.22
2191,74619.84
2192,86076.84
2193,99751.375
2194,99008.08
2195,107356.61
2196,104652.15
2197,119754.76
2198,156399.92
2199,178165.12
2200,148584.7
2201,146067.22
2202,222848.52
2203,161805.83
2204,177330.14
2205,110100.414
2206,141537.55
2207,198111.17
2208,227281.45
2209,232034.31
2210,126622.6
2211,116921.82
2212,115729.18
2213,110399.71
2214,121018.67
2215,101846.68
2216,138715.75
2217,73344.46
2218,72080.91
2219,64684.637
2220,68963.516
2221,348186.62
2222,261810.72
2223,280951.12
2224,217695.95
2225,125451.25
2226,182441.17
2227,193391.56
2228,265270.88
2229,236890.47
2230,155227.11
2231,218122.83
2232,180990.86
2233,160808.7
2234,251795.17
2235,228183.88
2236,259383.22
2237,370805.9
2238,217216.84
2239,102651.72
2240,159917.9
2241,164878.08
2242,128756.55
2243,120633.305
2244,102598.53
2245,99613.56
2246,137865.94
2247,101860.88
2248,123233.81
2249,124287.15
2250,133857.5
2251,132177.89
2252,169738.19
2253,157985.5
2254,168767.94
2255,188551.1
2256,180105.03
2257,212080.53
2258,178640.52
2259,176009.72
2260,151462.81
2261,182174.47
2262,199825.45
2263,342136.5
2264,420777.62
2265,189103.62
2266,296909.5
2267,371420.3
2268,402571.03
2269,151192.5
2270,181816.27
2271,222833.2
2272,199065.25
2273,159315.14
2274,183767.38
2275,164655.1
2276,175087.66
2277,183409.16
2278,157959.53
2279,127010.2
2280,117763.26
2281,170341.38
2282,188701.98
2283,98035.81
2284,111760.65
2285,143627.58
2286,125649.266
2287,352412.25
2288,291370.66
2289,394432.0
2290,438757.75
2291,315494.66
2292,416078.62
2293,417020.3
2294,434680.53
2295,416097.47
2296,291535.28
2297,313000.28
2298,328033.97
2299,409386.5
2300,322684.16
2301,299741.9
2302,242105.72
2303,250072.6
2304,221933.14
2305,186022.97
2306,179821.97
2307,191840.67
2308,214673.7
2309,283265.5
2310,221856.62
2311,195514.42
2312,180862.95
2313,174961.52
2314,170719.11
2315,177031.48
2316,194227.22
2317,186998.27
2318,188319.02
2319,178189.16
2320,200750.6
2321,235995.78
2322,171211.11
2323,186121.45
2324,172250.38
2325,211731.42
2326,173654.86
2327,209986.97
2328,224162.64
2329,188438.28
2330,176934.97
2331,389369.22
2332,386569.3
2333,321878.8
2334,262495.94
2335,256380.9
2336,330777.16
2337,216125.53
2338,291324.38
2339,212667.34
2340,401389.97
2341,213530.48
2342,242474.67
2343,231343.75
2344,226902.84
2345,219318.52
2346,210374.53
2347,206147.1
2348,236187.55
2349,178067.38
2350,311006.94
2351,248804.53
2352,232645.67
2353,259217.42
2354,138803.56
2355,148509.44
2356,149901.22
2357,194753.23
2358,195850.61
2359,126155.8
2360,118790.875
2361,139247.38
2362,259685.38
2363,140366.17
2364,145667.98
2365,224548.27
2366,190331.22
2367,235270.95
2368,219559.72
2369,225522.9
2370,180748.95
2371,179307.03
2372,181380.6
2373,278721.78
2374,300073.06
2375,265958.94
2376,267682.0
2377,334199.4
2378,149989.22
2379,209972.3
2380,142565.39
2381,166117.36
2382,203383.88
2383,203969.45
2384,239526.02
2385,160804.55
2386,135374.33
2387,141821.89
2388,92449.02
2389,126283.984
2390,145813.72
2391,138097.9
2392,121716.45
2393,160169.16
2394,142091.3
2395,210505.31
2396,145888.89
2397,200572.77
2398,123265.414
2399,54322.45
2400,56727.926
2401,113532.76
2402,142930.86
2403,123564.03
2404,144754.42
2405,167774.38
2406,140256.38
2407,130304.78
2408,148315.58
2409,131903.92
2410,166547.55
2411,126314.6
2412,153119.2
2413,135084.89
2414,141832.86
2415,123588.67
2416,125331.37
2417,124846.83
2418,128967.055
2419,118132.62
2420,116831.52
2421,159750.97
2422,114158.03
2423,134596.31
2424,157298.9
2425,198092.64
2426,117483.18
2427,142488.83
2428,177789.75
2429,117610.52
2430,129493.2
2431,105083.77
2432,139079.53
2433,145349.56
2434,140204.48
2435,148106.77
2436,112415.29
2437,109072.9
2438,121201.65
2439,109738.24
2440,119969.21
2441,89125.35
2442,95497.09
2443,126636.21
2444,122445.03
2445,84786.26
2446,120316.31
2447,158599.86
2448,133960.38
2449,109940.91
2450,139410.83
2451,124870.7
2452,215316.78
2453,94097.04
2454,120276.266
2455,111972.83
2456,143314.48
2457,126351.305
2458,115647.36
2459,113199.39
2460,137083.81
2461,122522.62
2462,134120.66
2463,121735.36
2464,186851.28
2465,135904.52
2466,105311.484
2467,148859.11
2468,87855.34
2469,84363.06
2470,174836.61
2471,212756.86
2472,172950.62
2473,119157.47
2474,78200.92
2475,218286.9
2476,107464.58
2477,133462.48
2478,158297.67
2479,94764.15
2480,149234.39
2481,113695.54
2482,133690.23
2483,114183.07
2484,126288.44
2485,128893.99
2486,149661.83
2487,180990.75
2488,159397.36
2489,149056.84
2490,151599.08
2491,86853.36
2492,181868.62
2493,138682.58
2494,166672.7
2495,84043.08
2496,216686.31
2497,137262.73
2498,110943.92
2499,94137.945
2500,125388.36
2501,143692.36
2502,145454.08
2503,83712.48
2504,178421.44
2505,223948.2
2506,251836.6
2507,320006.16
2508,253832.84
2509,214200.23
2510,228052.2
2511,180981.78
2512,217075.84
2513,218342.0
2514,250433.08
2515,151463.58
2516,169938.84
2517,143169.11
2518,136851.97
2519,227933.97
2520,207253.36
2521,187510.47
2522,222461.44
2523,123402.055
2524,140890.84
2525,144661.3
2526,135740.39
2527,94335.13
2528,126042.67
2529,140559.52
2530,121232.63
2531,242958.64
2532,221734.45
2533,196097.9
2534,232794.55
2535,332026.12
2536,235042.11
2537,226803.48
2538,181027.6
2539,188193.83
2540,179943.34
2541,181093.72
2542,162526.58
2543,117985.7
2544,126167.336
2545,137271.42
2546,134585.75
2547,139898.14
2548,138529.78
2549,159828.22
2550,454474.53
2551,138580.38
2552,126921.98
2553,78078.984
2554,112638.47
2555,114590.07
2556,98596.64
2557,102495.9
2558,149009.36
2559,136517.89
2560,139420.14
2561,138954.11
2562,145045.64
2563,162587.9
2564,183971.19
2565,145974.44
2566,160890.17
2567,129163.44
2568,203320.66
2569,203792.3
2570,121879.49
2571,178201.66
2572,164720.2
2573,214236.39
2574,291546.72
2575,134743.9
2576,124440.48
2577,178886.38
2578,86268.44
2579,54209.746
2580,115236.15
2581,123852.68
2582,113113.03
2583,292866.4
2584,171896.67
2585,180232.45
2586,207967.94
2587,198138.42
2588,150118.33
2589,145178.73
2590,209140.27
2591,229097.23
2592,219299.92
2593,260107.56
2594,179017.78
2595,192411.62
2596,337856.28
2597,184583.94
2598,276026.8
2599,297814.0
2600,175705.8
2601,142454.7
2602,80735.91
2603,88731.4
2604,83120.734
2605,74306.21
2606,141865.0
2607,184367.75
2608,194944.67
2609,164416.12
2610,117845.44
2611,140134.81
2612,150958.81
2613,129639.6
2614,128494.37
2615,145677.9
2616,141030.9
2617,176158.52
2618,186463.84
2619,201822.38
2620,192198.33
2621,173184.11
2622,180096.72
2623,239716.05
2624,288287.88
2625,319918.2
2626,171615.19
2627,165995.38
2628,441504.88
2629,441168.22
2630,355657.62
2631,442247.97
2632,404977.8
2633,321405.06
2634,386750.88
2635,160100.47
2636,183086.4
2637,163627.25
2638,251608.16
2639,193627.83
2640,153726.19
2641,95754.85
2642,196006.55
2643,110848.81
2644,123096.55
2645,103895.58
2646,94981.78
2647,101163.93
2648,139681.66
2649,142354.36
2650,145990.8
2651,141413.94
2652,402739.66
2653,237757.25
2654,239859.44
2655,402161.22
2656,311659.72
2657,342486.22
2658,283651.34
2659,312049.0
2660,361853.75
2661,352182.6
2662,377664.94
2663,266943.25
2664,276926.1
2665,312728.47
2666,283084.97
2667,165905.77
2668,184839.5
2669,178019.34
2670,298299.3
2671,186172.7
2672,192123.84
2673,215327.73
2674,214013.94
2675,171854.69
2676,192095.9
2677,189294.19
2678,274351.4
2679,277291.03
2680,269073.97
2681,415884.03
2682,328597.47
2683,437984.66
2684,303462.22
2685,365704.0
2686,251456.88
2687,337464.72
2688,226930.6
2689,203376.64
2690,414862.84
2691,191434.12
2692,122539.55
2693,195478.17
2694,126107.72
2695,190269.16
2696,181800.75
2697,188200.61
2698,194969.4
2699,177672.67
2700,161941.83
2701,145858.03
2702,107413.914
2703,130600.38
2704,145533.8
2705,122485.18
2706,118849.586
2707,131805.67
2708,131163.67
2709,114156.05
2710,121849.86
2711,280622.78
2712,384156.56
2713,170328.86
2714,150366.14
2715,174549.47
2716,157024.03
2717,194172.25
2718,230782.9
2719,157270.5
2720,168878.66
2721,140795.44
2722,161492.05
2723,143022.55
2724,128627.74
2725,137202.6
2726,145563.77
2727,180653.34
2728,169654.67
2729,151805.53
2730,144377.02
2731,121430.016
2732,125123.44
2733,160067.05
2734,150745.25
2735,139087.69
2736,146515.08
2737,125011.164
2738,128476.05
2739,160626.61
2740,146973.84
2741,149077.03
2742,164290.98
2743,152612.16
2744,153203.67
2745,136909.45
2746,136808.5
2747,157250.92
2748,130425.734
2749,132494.1
2750,139879.38
2751,133276.23
2752,194195.36
2753,166792.5
2754,202506.31
2755,123209.945
2756,96381.52
2757,61331.844
2758,86922.49
2759,159355.69
2760,125340.95
2761,147369.8
2762,144047.28
2763,187807.16
2764,143631.12
2765,294884.84
2766,140596.03
2767,96381.31
2768,126009.414
2769,125255.77
2770,139929.42
2771,115497.02
2772,111754.35
2773,145583.38
2774,132034.7
2775,121702.15
2776,135405.61
2777,144359.06
2778,112670.516
2779,121886.914
2780,93320.31
2781,101422.1
2782,95044.914
2783,109195.59
2784,124899.56
2785,131729.16
2786,68658.305
2787,123738.01
2788,76461.11
2789,182579.92
2790,94394.28
2791,121236.18
2792,45472.05
2793,187575.08
2794,110757.305
2795,117271.02
2796,106972.83
2797,217383.34
2798,119384.54
2799,120710.625
2800,68142.96
2801,110995.3
2802,134058.7
2803,190727.72
2804,136418.08
2805,93579.8
2806,83237.38
2807,147637.16
2808,156592.7
2809,140104.78
2810,132376.81
2811,146233.9
2812,152736.58
2813,160090.9
2814,158075.92
2815,101344.73
2816,240339.16
2817,142520.48
2818,134316.47
2819,166612.27
2820,129477.695
2821,90231.1
2822,189659.0
2823,244378.78
2824,186534.4
2825,146663.25
2826,132942.5
2827,133297.17
2828,225503.83
2829,193042.28
2830,231999.81
2831,171900.27
2832,239450.61
2833,312940.72
2834,209571.62
2835,224552.92
2836,191499.14
2837,160439.98
2838,154509.7
2839,181892.61
2840,200402.48
2841,204332.89
2842,230526.81
2843,154172.78
2844,159953.22
2845,124545.25
2846,213277.52
2847,204979.31
2848,218770.27
2849,203295.36
2850,271584.84
2851,229497.72
2852,222427.72
2853,233168.98
2854,139444.67
2855,203525.44
2856,197644.1
2857,184751.19
2858,202713.19
2859,128901.664
2860,128454.52
2861,128458.695
2862,190805.08
2863,128989.875
2864,247501.27
2865,144715.3
2866,132820.38
2867,95057.99
2868,116211.31
2869,118061.4
2870,133896.23
2871,77656.234
2872,46623.18
2873,100482.9
2874,139177.77
2875,113352.945
2876,149051.7
2877,141664.5
2878,180085.27
2879,135095.27
2880,93651.42
2881,164262.14
2882,159181.5
2883,187383.75
2884,209822.94
2885,198761.69
2886,204217.9
2887,98943.81
2888,131154.25
2889,50116.67
2890,90740.414
2891,131392.97
2892,27200.992
2893,80289.72
2894,37764.473
2895,337370.12
2896,287072.88
2897,198468.6
2898,146178.1
2899,223454.11
2900,165756.2
2901,213721.4
2902,190972.47
2903,345357.78
2904,344020.0
2905,101575.68
2906,202113.95
2907,114222.53
2908,134980.05
2909,133964.05
2910,76156.95
2911,80041.01
2912,145770.97
2913,82416.88
2914,71610.97
2915,79492.47
2916,80763.23
2917,169811.61
2918,114239.086
2919,207734.11
